"DEU","","ALL","2002","2.76"
"DEU","","ALL","2003","3.55"
"DEU","","ALL","2004","4.06"
"DEU","","ALL","2005","3.89"
"DEU","","ALL","2006","3.82"
"DEU","","ALL","2007","3.95"
"DEU","","ALL","2008","3.86"
"DEU","","ALL","2009","3.12"
"DEU","","ALL","2010","3.7"
"DEU","","ALL","2011","4.52"
"DNK","","ALL","1980","10.6"
"DNK","","ALL","1981","11.01"
"DNK","","ALL","1982","10.9"
"DNK","","ALL","1983","7.08"
"DNK","","ALL","1984","4.93"
"DNK","","ALL","1985","6.14"
"DNK","","ALL","1986","3.34"
"DNK","","ALL","1987","1.91"
"DNK","","ALL","1988","1.52"
"DNK","","ALL","1989","2.3"
"DNK","","ALL","1990","1.46"
"DNK","","ALL","1991","1.2"
"DNK","","ALL","1992","1.03"
"DNK","","ALL","1993","1.1"
"DNK","","ALL","1994","0.58"
"DNK","","ALL","1995","0.8"
"DNK","","ALL","1996","0.78"
"DNK","","ALL","1997","1.12"
"DNK","","ALL","1998","0.83"
"DNK","","ALL","1999","0.64"
"DNK","","ALL","2000","1.01"
"DNK","","ALL","2001","0.95"
"DNK","","ALL","2002","0.65"
"DNK","","ALL","2003","1.47"
"DNK","","ALL","2004","2.11"
"DNK","","ALL","2005","2.16"
"DNK","","ALL","2006","1.4"
"DNK","","ALL","2007","1.7"
"DNK","","ALL","2008","2.57"
"DNK","","ALL","2009","5.31"
"DNK","","ALL","2010","7.49"
"DNK","","ALL","2011","7.67"
"DNK","","ALL","2012","6.14"
"DNK","","ALL","2013","5.78"
"ESP","","ALL","1982","4.62"
"ESP","","ALL","1983","8.73"
"ESP","","ALL","1984","10.48"
"ESP","","ALL","1985","10.33"
"ESP","","ALL","1986","9.88"
"ESP","","ALL","1987","8.14"
"ESP","","ALL","1988","6.13"
"ESP","","ALL","1989","4.65"
"ESP","","ALL","1990","4.33"
"ESP","","ALL","1991","3.87"
"ESP","","ALL","1992","3.22"
"ESP","","ALL","1993","3.07"
"ESP","","ALL","1994","3.43"
"ESP","","ALL","1995","2.58"
"ESP","","ALL","1996","2.1"
"ESP","","ALL","1997","1.94"
"ESP","","ALL","1998","1.96"
"ESP","","ALL","1999","1.7"
"ESP","","ALL","2000","1.76"
"ESP","","ALL","2001","1.72"
"ESP","","ALL","2002","1.78"
"ESP","","ALL","2003","2.18"
"ESP","","ALL","2004","2.46"
"ESP","","ALL","2005","1.19"
"ESP","","ALL","2006","1.7"
"ESP","","ALL","2007","0.59"
"ESP","","ALL","2009","5.39"
"ESP","","ALL","2010","6.08"
"ESP","","ALL","2011","6.31"
"ESP","","ALL","2012","1.54"
"ESP","","ALL","2013","1.57"
"EST","","ALL","1980","29.11"
"EST","","ALL","1981","17.75"
"EST","","ALL","1982","8.28"
"EST","","ALL","1983","7.16"
"EST","","ALL","1984","6.85"
"EST","","ALL","1985","6.8"
"EST","","ALL","1986","5.45"
"EST","","ALL","1987","3.35"
"EST","","ALL","1988","4.23"
"EST","","ALL","1989","3.63"
"EST","","ALL","1990","3.38"
"EST","","ALL","1991","7.43"
"EST","","ALL","1992","11.48"
"EST","","ALL","1993","22.89"
"EST","","ALL","1994","58.26"
"EST","","ALL","1995","71.97"
"EST","","ALL","1996","68.66"
"EST","","ALL","1997","78.53"
"EST","","ALL","1998","75.75"
"EST","","ALL","1999","58.44"
"EST","","ALL","2000","43.31"
"EST","","ALL","2001","29.39"
"EST","","ALL","2002","15.8"
"EST","","ALL","2003","14.59"
"EST","","ALL","2004","14.09"
"EST","","ALL","2005","8.19"
"EST","","ALL","2006","9.28"
"EST","","ALL","2007","5.67"
"EST","","ALL","2008","5.31"
"EST","","ALL","2009","4.42"
"EST","","ALL","2010","5.18"
"EST","","ALL","2011","5.05"
"EST","","ALL","2012","3.1"
"EST","","ALL","2013","2.88"
"","EU_AFTER_MAY2004","ALL","1980","10.07"
"","EU_AFTER_MAY2004","ALL","1981","8.39"
"","EU_AFTER_MAY2004","ALL","1982","7.96"
"","EU_AFTER_MAY2004","ALL","1983","7.33"
"","EU_AFTER_MAY2004","ALL","1984","6.75"
"","EU_AFTER_MAY2004","ALL","1985","4.28"
"","EU_AFTER_MAY2004","ALL","1986","5.34"
"","EU_AFTER_MAY2004","ALL","1987","5.4"
"","EU_AFTER_MAY2004","ALL","1988","5.64"
"","EU_AFTER_MAY2004","ALL","1989","6.85"
"","EU_AFTER_MAY2004","ALL","1990","7.55"
"","EU_AFTER_MAY2004","ALL","1991","8.52"
"","EU_AFTER_MAY2004","ALL","1992","8.99"
"","EU_AFTER_MAY2004","ALL","1993","9.56"
"","EU_AFTER_MAY2004","ALL","1994","13.41"
"","EU_AFTER_MAY2004","ALL","1995","16.99"
"","EU_AFTER_MAY2004","ALL","1996","18.02"
"","EU_AFTER_MAY2004","ALL","1997","16.83"
"","EU_AFTER_MAY2004","ALL","1998","17.01"
"","EU_AFTER_MAY2004","ALL","1999","15.59"
"","EU_AFTER_MAY2004","ALL","2000","15.72"
"","EU_AFTER_MAY2004","ALL","2001","17.57"
"","EU_AFTER_MAY2004","ALL","2002","22.47"
"","EU_AFTER_MAY2004","ALL","2003","18.74"
"","EU_AFTER_MAY2004","ALL","2004","17.09"
"","EU_AFTER_MAY2004","ALL","2005","14"
"","EU_AFTER_MAY2004","ALL","2006","8.97"
"","EU_AFTER_MAY2004","ALL","2007","7.64"
"","EU_AFTER_MAY2004","ALL","2008","7.36"
"","EU_AFTER_MAY2004","ALL","2009","6.91"
"","EU_AFTER_MAY2004","ALL","2010","5.77"
"","EU_AFTER_MAY2004","ALL","2011","3.26"
"","EU_AFTER_MAY2004","ALL","2012","4.91"
"","EU_AFTER_MAY2004","ALL","2013","4.3"
"","EU_BEFORE_MAY2004","ALL","1982","3.97"
"","EU_BEFORE_MAY2004","ALL","1983","4.64"
"","EU_BEFORE_MAY2004","ALL","1984","4.43"
"","EU_BEFORE_MAY2004","ALL","1985","4.01"
"","EU_BEFORE_MAY2004","ALL","1986","3.35"
"","EU_BEFORE_MAY2004","ALL","1987","2.88"
"","EU_BEFORE_MAY2004","ALL","1988","2.17"
"","EU_BEFORE_MAY2004","ALL","1989","1.96"
"","EU_BEFORE_MAY2004","ALL","1990","1.86"
"","EU_BEFORE_MAY2004","ALL","1991","1.83"
"","EU_BEFORE_MAY2004","ALL","1992","1.71"
"","EU_BEFORE_MAY2004","ALL","1993","1.67"
"","EU_BEFORE_MAY2004","ALL","1994","1.63"
"","EU_BEFORE_MAY2004","ALL","1995","1.24"
"","EU_BEFORE_MAY2004","ALL","1996","1.19"
"","EU_BEFORE_MAY2004","ALL","1997","1.17"
"","EU_BEFORE_MAY2004","ALL","1998","1.08"
"","EU_BEFORE_MAY2004","ALL","1999","1.09"
"","EU_BEFORE_MAY2004","ALL","2000","1.2"
"","EU_BEFORE_MAY2004","ALL","2001","1.67"
"","EU_BEFORE_MAY2004","ALL","2002","2.18"
"","EU_BEFORE_MAY2004","ALL","2003","2.48"
"","EU_BEFORE_MAY2004","ALL","2004","2.9"
"","EU_BEFORE_MAY2004","ALL","2005","2.77"
"","EU_BEFORE_MAY2004","ALL","2006","2.88"
"","EU_BEFORE_MAY2004","ALL","2007","3.33"
